name,id,brewer,alcohol_by_volume,style,category,country
Old Jack,3386,Niagara Falls Brewing,0.0,Old Ale,British Ale,Canada
Red Racer India Pale Ale,596,Central City Brewing Company,6.5,American-Style India Pale Ale,North American Ale,Canada
Brotherhood Black & Tan,603,Big Ridge Brewing,0.0,American-Style Brown Ale,North American Ale,Canada
Special Lager,616,Russell Brewing,0.0,American-Style Lager,North American Lager,Canada
Red Truck Lager,633,Dix Barbecue & Brewery,0.0,NA,NA,Canada
Premium Gold,635,Marine Pub & Brewhouse,0.0,American-Style Lager,North American Lager,Canada
English Bay Pale Ale,642,Granville Island Brewing Company,5.0,American-Style Pale Ale,North American Ale,Canada
Cartwright Pale Ale,650,Dockside Brewing,4.3000001907,American-Style Pale Ale,North American Ale,Canada
15,651,Unibroue,10.0,NA,NA,Canada
Saaz Pilsner,3383,Niagara Falls Brewing,0.0,NA,NA,Canada
Genuine Lager,3860,Labatt Ontario Breweries,5.0,American-Style Lager,North American Lager,Canada
Labatt Wildcat,3862,Labatt Ontario Breweries,4.9000000954,American-Style Lager,North American Lager,Canada
Canadian Lager Beer,1990,Moosehead Breweries,5.0,American-Style Lager,North American Lager,Canada
Catfish Cream Ale,2610,Agassiz Brewing,5.0,American-Style Lager,North American Lager,Canada
Red Jack,3704,Molson Breweries of Canada,5.0,American-Style Amber/Red Ale,North American Ale,Canada
Genuine Honey Lager,3861,Labatt Ontario Breweries,5.0,American-Style Lager,North American Lager,Canada
Traditional Ale,3133,Big Rock Brewery,5.0,American-Style Brown Ale,North American Ale,Canada
Special Amber Lager,2786,Brasal-Brasserie Allemande,0.0,American-Style Lager,North American Lager,Canada
Skinny Tire Hefeweizen,4439,Steamworks,0.0,South German-Style Hefeweizen,German Ale,Canada
Dry Pear Hard Cider,3556,Wyder's Cider,0.0,NA,NA,Canada
Premium Lager,3134,Gold Crown Brewing,5.3000001907,American-Style Lager,North American Lager,Canada
Ice,3576,Molson Breweries of Canada,0.0,American-Style Lager,North American Lager,Canada
Griffon Brown Ale,1988,Brasserie McAuslan,0.0,American-Style Brown Ale,North American Ale,Canada
Premium Lager,2625,Okanagan Spring Brewery,5.0,NA,NA,Canada
Ã‰dition 2005,921,Unibroue,0.0,NA,NA,Canada
Kriek,3380,Niagara Falls Brewing,0.0,Light American Wheat Ale or Lager,Other Style,Canada
Best Bitter,3385,Niagara Falls Brewing,0.0,NA,NA,Canada
Ipanema Summer White,4443,Steamworks,0.0,Belgian-Style White,Belgian and French Ale,Canada
Kings Pilsener,3135,Gold Crown Brewing,5.0,NA,NA,Canada
Cascadia Cream Ale,4433,Steamworks,0.0,American-Style Lager,North American Lager,Canada
Frambozen,4444,Steamworks,0.0,Fruit Beer,Other Style,Canada
Blanche de Chambly,4453,Unibroue,5.0,Belgian-Style White,Belgian and French Ale,Canada
Coal Porter,4440,Steamworks,0.0,Porter,Irish Ale,Canada
HURRICANE I.P.A.,4446,Storm Brewing,0.0,American-Style India Pale Ale,North American Ale,Canada
